predicted_time,station_name,model_A
2020-06-18 14:45:00,16039 - Exelmans - Versailles,5
2020-06-18 14:45:00,16115 - Raffet - Montmorency,1
2020-06-18 14:45:00,17006 - Guy MÃ´quet - Compoint,1
2020-06-18 14:45:00,17023 - Porte d'AsniÃ¨res,3
2020-06-18 14:45:00,17041 - Guersant - Gouvion-Saint-Cyr,11
2020-06-18 14:45:00,17111 - Lemercier - Cardinet,6
2020-06-18 14:45:00,18009 - Jean-FranÃ§ois LÃ©pine - Stephenson,0
2020-06-18 14:45:00,18026 - Ruisseau - Ordener,3
2020-06-18 14:45:00,18045 - Pierre Ginier - Clichy,2
2020-06-18 14:45:00,18137 - Poissonniers - Nord,2
2020-06-18 14:45:00,19012 - Lally-Tollendal - Armand Carrel,1
2020-06-18 14:45:00,19031 - Manin - CrimÃ©e,4
2020-06-18 14:45:00,19103 - Manin - CarriÃ¨res d'AmÃ©rique,1
2020-06-18 14:45:00,19125 - Place de l'Ã‰dit de Nantes,2
2020-06-18 14:45:00,20011 - PyrÃ©nÃ©es - Dagorno,1
2020-06-18 14:45:00,20030 - MÃ©nilmontant - PÃ¨re Lachaise,3
2020-06-18 14:45:00,20104 - Louis LumiÃ¨re,1
2020-06-18 14:45:00,20122 - Vitruve - Davout,3
2020-06-18 14:45:00,21007 - Rond-Point Rhin et Danube,24
2020-06-18 14:45:00,21027 - Fief - RÃ©publique,23
2020-06-18 14:45:00,21118 - Neuilly - Petit,14
2020-06-18 14:45:00,21305 - Place Jacques Madaule,21
2020-06-18 14:45:00,21501 - Pont de Suresnes,8
2020-06-18 14:45:00,22001 - ChÃ¢teau - Bineau,5
2020-06-18 14:45:00,22103 - Senard - Charles Blum,13
2020-06-18 14:45:00,22502 - KlÃ©ber - National,9
2020-06-18 14:45:00,23009 - Anatole France - Louise Michel,11
2020-06-18 14:45:00,24003 - Place Charles de Gaulle,18
2020-06-18 14:45:00,26006 - Bas - Gabriel PÃ©ri,2
2020-06-18 14:45:00,31013 - Centenaire - Sorins,1
2020-06-18 14:45:00,31104 - Mairie de Rosny-sous-Bois,13
2020-06-18 14:45:00,32012 - Carrefour Pleyel,34
2020-06-18 14:45:00,32604 - Square du ThÃ©Ã¢tre du Garde-Chasse,1
2020-06-18 14:45:00,33104 - Square Edmond PÃ©pin,13
2020-06-18 14:45:00,35017 - Toffier Decaux - Cartier Bresson,11
2020-06-18 14:45:00,41211 - Louis Xavier de Ricard - Ancienne Mairie,7
2020-06-18 14:45:00,42010 - Mairie d'Ivry-sur-Seine,32
2020-06-18 14:45:00,42207 - Place des Marseillais,14
2020-06-18 14:45:00,43001 - Paris - LaitiÃ¨res,2
2020-06-18 14:45:00,44005 - Place Saint-Just,7
2020-06-18 14:45:00,45002 - Roger Salengro - GÃ©nÃ©ral de Gaulle,22
2020-06-18 14:45:00,48005 - EugÃ¨ne Varlin - Place de la Paix,9
2020-06-18 14:45:00,1007 - Turbigo - FranÃ§aise,16
2020-06-18 14:45:00,1102 - FranÃ§aise - Etienne Marcel,22
2020-06-18 14:45:00,2013 - Favart - Italiens,13
2020-06-18 14:45:00,3002 - Saint-Gilles - Turenne,2
2020-06-18 14:45:00,4005 - Quai des CÃ©lestins - Henri IV,12
2020-06-18 14:45:00,4101 - Bastille - Beaumarchais,15
2020-06-18 14:45:00,5014 - Jean Calvin - Tournefort,8
2020-06-18 14:45:00,5033 - Saint-SÃ©verin - Saint-Michel,17
2020-06-18 14:45:00,6003 - Saint-Sulpice,11
2020-06-18 14:45:00,6021 - Beaux-Arts - Bonaparte,16
2020-06-18 14:45:00,7002 - Vaneau - SÃ¨vres,14
2020-06-18 14:45:00,7018 - SÃ©gur - d'EstrÃ©es,6
2020-06-18 14:45:00,8004 - Malesherbes - Place de la Madeleine,66
2020-06-18 14:45:00,8027 - Mairie du 8Ã¨me,10
2020-06-18 14:45:00,8048 - Marceau - Chaillot,18
2020-06-18 14:45:00,8116 - Champs-Elysees - Bassano,24
2020-06-18 14:45:00,9015 - Lamartine - Faubourg Montmartre,4
2020-06-18 14:45:00,9034 - Godot de Mauroy - Madeleine,22
2020-06-18 14:45:00,9118 - Faubourg Poissonniere - Delta,5
2020-06-18 14:45:00,10018 - Square Alban Satragne,1
2020-06-18 14:45:00,10037 - Quai de Valmy,4
2020-06-18 14:45:00,10162 - Alexandre Parodi - Quai de Valmy,2
2020-06-18 14:45:00,11014 - Place de la Nation - Taillebourg,11
2020-06-18 14:45:00,11031 - Jacquard - Ternaux,3
2020-06-18 14:45:00,11048 - Place Mireille Havet,21
2020-06-18 14:45:00,12002 - LacuÃ©e - Lyon,11
2020-06-18 14:45:00,12022 - Sahel - GÃ©nÃ©ral Michel Bizot,5
2020-06-18 14:45:00,12040 - Porte de Charenton,1
2020-06-18 14:45:00,12120 - Lac Daumesnil - Saint-Maurice,22
2020-06-18 14:45:00,12163 - Hippodrome Paris-Vincennes,3
2020-06-18 14:45:00,13016 - Primo Levi - Frigos,35
2020-06-18 14:45:00,13035 - Choisy - Tolbiac,4
2020-06-18 14:45:00,13053 - Chevaleret - Tolbiac,10
2020-06-18 14:45:00,13121 - Bruneseau - Quai d'Ivry,30
2020-06-18 14:45:00,14009 - Tombe Issoire - RenÃ© Coty,1
2020-06-18 14:45:00,14028 - AlÃ©sia - Suisses,2
2020-06-18 14:45:00,14116 - Romain Rolland,1
2020-06-18 14:45:00,14139 - Pierre Larousse - Raymond Losserand,1
2020-06-18 14:45:00,15019 - Paul Barruel - Vaugirard,3
2020-06-18 14:45:00,15035 - Place Etienne Pernet,7
2020-06-18 14:45:00,15054 - Lecourbe - Jean Maridor,11
2020-06-18 14:45:00,15072 - Place Fernand Forest,31
2020-06-18 14:45:00,15123 - Commerce - Letellier,18
2020-06-18 14:45:00,16006 - Lauriston - Copernic,8
2020-06-18 14:45:00,16022 - Jean Bologne - Passy,2
2020-06-18 14:45:00,16040 - Exelmans - Michel-Ange,17
2020-06-18 14:45:00,16116 - George Sand - Jean de La Fontaine,8
2020-06-18 14:45:00,17007 - Navier - Epinettes,3
2020-06-18 14:45:00,17024 - Villiers - Batignolles,3
2020-06-18 14:45:00,17042 - Porte Maillot - Pereire,14
2020-06-18 14:45:00,17116 - Reims - Porte d'AsniÃ¨res,13
2020-06-18 14:45:00,18010 - Riquet - Marx Dormoy,5
2020-06-18 14:45:00,18027 - DamrÃ©mont - Ordener,2
2020-06-18 14:45:00,18046 - Etienne Jodelle - Saint Ouen,0
2020-06-18 14:45:00,18138 - Ney - Charles Hermite,6
2020-06-18 14:45:00,19013 - LaumiÃ¨re - Petit,1
2020-06-18 14:45:00,19032 - Villette - Belleville,23
2020-06-18 14:45:00,19105 - Ambroise Rendu - Porte Brunet,2
2020-06-18 14:45:00,19127 - Aubervilliers - Curial,6
2020-06-18 14:45:00,20012 - Buzenval - Vignoles,7
2020-06-18 14:45:00,20032 - Square des Amandiers,2
2020-06-18 14:45:00,20105 - BenoÃ®t Frachon - RÃ©publique,9
2020-06-18 14:45:00,20131 - Repos - CimetiÃ¨re du PÃ¨re Lachaise,3
2020-06-18 14:45:00,21008 - Victor Hugo - GalliÃ©ni,19
2020-06-18 14:45:00,21028 - Pierre Lefaucheux - TraversiÃ¨re,11
2020-06-18 14:45:00,21119 - Belfort - Victor Hugo,21
2020-06-18 14:45:00,21306 - Place Lafayette,61
2020-06-18 14:45:00,21502 - Verdun - Place Henri IV,11
2020-06-18 14:45:00,22002 - Argenson - ChÃ¢teau,14
2020-06-18 14:45:00,22201 - Henri Ravera - Gabriel PÃ©ri,6
2020-06-18 14:45:00,22503 - Joffre - Aigle,4
2020-06-18 14:45:00,23010 - Voltaire - Anatole France,16
2020-06-18 14:45:00,24004 - Paix - Verdun,6
2020-06-18 14:45:00,26007 - Square Gilbert Thomain,2
2020-06-18 14:45:00,31016 - Lucie Aubrac - Franklin,4
2020-06-18 14:45:00,31105 - Lavoisier - Missak Manouchian,13
2020-06-18 14:45:00,32013 - UniversitÃ©,12
2020-06-18 14:45:00,33001 - Victor Hugo - Magasins GÃ©nÃ©raux,23
2020-06-18 14:45:00,35001 - Jean JaurÃ¨s - OuvriÃ¨res PivÃ©reuses,2
2020-06-18 14:45:00,35018 - Ancien Canal - HÃ©lÃ¨ne Brion,4
2020-06-18 14:45:00,41301 - Bois de Vincennes - Gare,24
2020-06-18 14:45:00,42011 - Quai Marcel Boyer - Victor Hugo,15
2020-06-18 14:45:00,42209 - Place de l'Europe,8
2020-06-18 14:45:00,43002 - Lagny - Victor Basch,14
2020-06-18 14:45:00,44006 - Concorde - Stalingrad,6
2020-06-18 14:45:00,45003 - 11 Novembre 1918 - 8 Mai 1945,11
2020-06-18 14:45:00,48006 - Maxime Gorki - Paul Vaillant-Couturier,1
2020-06-18 14:45:00,1008 - Les Halles - Saint-Eustache,22
2020-06-18 14:45:00,1116 - Ventadour - OpÃ©ra,22
2020-06-18 14:45:00,2014 - Daunou - Louis le Grand,17
2020-06-18 14:45:00,3003 - Fille du Calvaire - Turenne,13
2020-06-18 14:45:00,4006 - Bourdon - Pont Morland,25
2020-06-18 14:45:00,4103 - Archives - Rivoli,18
2020-06-18 14:45:00,5015 - EpÃ©e de Bois - Mouffetard,13
2020-06-18 14:45:00,5034 - Censier - Santeuil,12
2020-06-18 14:45:00,6004 - Regard - Rennes,24
2020-06-18 14:45:00,6022 - MarchÃ© Saint-Germain,15
2020-06-18 14:45:00,7003 - Square Boucicaut,55
2020-06-18 14:45:00,7020 - Champ de Mars - Cler,23
2020-06-18 14:45:00,8007 - Rome - Provence,29
2020-06-18 14:45:00,8028 - ArsÃ¨ne Houssaye - Champs-ElysÃ©es,26
2020-06-18 14:45:00,8049 - Georges V - FranÃ§ois 1er,19
2020-06-18 14:45:00,8117 - Place de la Madeleine - Royale,24
2020-06-18 14:45:00,9016 - Choron - Martyrs,8
2020-06-18 14:45:00,9035 - Gare Saint-Lazare - Place de Budapest,6
2020-06-18 14:45:00,10001 - RenÃ© Boulanger - Lancry,12
2020-06-18 14:45:00,10019 - Paradis - Hauteville,22
2020-06-18 14:45:00,10038 - Place du Colonel Fabien,1
2020-06-18 14:45:00,10163 - Gare du Nord - Demarquay,2
2020-06-18 14:45:00,11016 - Philippe-Auguste,5
2020-06-18 14:45:00,11032 - Jean-Pierre Timbaud - Vaucouleurs,2
2020-06-18 14:45:00,11101 - Charles Delescluze,16
2020-06-18 14:45:00,12004 - TraversiÃ¨re - Ledru-Rollin,25
2020-06-18 14:45:00,12024 - Gare de Bercy,13
2020-06-18 14:45:00,12041 - Bois de Vincennes,21
2020-06-18 14:45:00,12122 - Bois de Vincennes - Polygone,5
2020-06-18 14:45:00,12164 - Stade Pershing,0
2020-06-18 14:45:00,13017 - Nationale - Vincent Auriol,1
2020-06-18 14:45:00,13036 - Olympiades,6
2020-06-18 14:45:00,13054 - Pau Casals - Neuve Tolbiac,43
2020-06-18 14:45:00,13122 - Parc de Choisy,1
2020-06-18 14:45:00,14010 - Jean Moulin - Place Victor et HÃ©lÃ¨ne Basch,2
2020-06-18 14:45:00,14030 - Pernety - Raymond Losserand,1
2020-06-18 14:45:00,14117 - Gare Montparnasse - RenÃ© Mouchotte,4
2020-06-18 14:45:00,15001 - Gare Montparnasse - ArrivÃ©e,40
2020-06-18 14:45:00,15020 - Mairie du 15Ã¨me,2
2020-06-18 14:45:00,15036 - Croix Nivert - Square Saint-Lambert,17
2020-06-18 14:45:00,15055 - Vasco de Gama,43
2020-06-18 14:45:00,15102 - Square Bela Bartok,12
2020-06-18 14:45:00,15125 - Parc Suzanne Lenglen,46
2020-06-18 14:45:00,16007 - Longchamp - Place d'IÃ©na,35
2020-06-18 14:45:00,16023 - Passy - Place du Costa Rica,9
2020-06-18 14:45:00,16041 - Versailles - Claude Terrasse,7
2020-06-18 14:45:00,16118 - Michel-Ange - Parent de Rosan,4
2020-06-18 14:45:00,17008 - Porte Pouchet-BessiÃ¨res,5
2020-06-18 14:45:00,17025 - Chazelles - Courcelles,28
2020-06-18 14:45:00,17043 - Belidor - Gouvion-Saint-Cyr,2
2020-06-18 14:45:00,17117 - Pereire - Saussure,4
2020-06-18 14:45:00,18011 - Pajol - Place Herbert,4
2020-06-18 14:45:00,18028 - Championnet - Vauvenargues,3
2020-06-18 14:45:00,18047 - St-Ouen - Lamarck,1
2020-06-18 14:45:00,18139 - Poissonniers - Championnet,16
2020-06-18 14:45:00,19014 - Lorraine - Jean JaurÃ¨s,1
2020-06-18 14:45:00,19033 - Cambrai - Benjamin Constant,3
2020-06-18 14:45:00,19108 - Gaston Tessier - Rosa Parks RER,21
2020-06-18 14:45:00,19128 - Quai de l'Oise - Aisne,2
2020-06-18 14:45:00,20013 - Alexandre Dumas - Place de la RÃ©union,2
2020-06-18 14:45:00,20033 - Etienne Dolet - Place Maurice Chevalier,2
2020-06-18 14:45:00,20106 - Mairie du 20Ã¨me,2
2020-06-18 14:45:00,20132 - RÃ©union - Avron,4
2020-06-18 14:45:00,21009 - Le Corbusier - Jean JaurÃ¨s,24
2020-06-18 14:45:00,21029 - Cours de l'Ile Seguin - Parc Billancourt,15
2020-06-18 14:45:00,21203 - Place Jules Ferry,3
2020-06-18 14:45:00,21307 - Victor Cresson - Telles de la Poterie,14
2020-06-18 14:45:00,21505 - Ã‰douard Vaillant - Place Jean JaurÃ¨s,0
2020-06-18 14:45:00,22003 - Beffroy,21
2020-06-18 14:45:00,22202 - Jean Marin Naudin - Stalingrad,5
2020-06-18 14:45:00,22504 - ChÃ¢teau - RÃ©publique,6
2020-06-18 14:45:00,23011 - Bineau - Louise Michel,18
2020-06-18 14:45:00,24005 - Edith Cavell - Volta,15
2020-06-18 14:45:00,27001 - Square Victor Basch,14
2020-06-18 14:45:00,31017 - Jean Moulin - Paul Doumer,2
2020-06-18 14:45:00,31701 - Mairie de Bagnolet,1
2020-06-18 14:45:00,32014 - Place du Cornillon - Stade de France,11
2020-06-18 14:45:00,33003 - Bordier - FÃ©lix Faure,8
2020-06-18 14:45:00,35002 - Jean JaurÃ¨s - Presles,5
2020-06-18 14:45:00,35019 - Anatole France - Jean Lolive,13
2020-06-18 14:45:00,41302 - Charles de Gaulle - BeautÃ©,11
2020-06-18 14:45:00,42014 - Place Marcel Cachin,21
2020-06-18 14:45:00,42301 - Gare Arcueil - Cachan,16
2020-06-18 14:45:00,43003 - HÃ´pital BÃ©gin,18
2020-06-18 14:45:00,44007 - Camille Groult - Guy MÃ´quet,7
2020-06-18 14:45:00,45004 - RÃ©publique - Louis Loucheur,24
2020-06-18 14:45:00,48007 - Parc DÃ©partemental des Hautes-BruyÃ¨res,10
2020-06-18 14:45:00,1012 - Jean-Jacques Rousseau - Deux Ecus,22
2020-06-18 14:45:00,1117 - Pont Neuf - Rivoli,24
2020-06-18 14:45:00,2015 - Louis le Grand - Italiens,33
2020-06-18 14:45:00,3004 - Place de la RÃ©publique - Temple,6
2020-06-18 14:45:00,4007 - Place de la Bastille - Bourdon,0
2020-06-18 14:45:00,4104 - Sebastopol - Rambuteau,13
2020-06-18 14:45:00,5016 - Thouin - Cardinal Lemoine,7
2020-06-18 14:45:00,5105 - Geoffroy-Saint-Hilaire - Saint-Marcel,3
2020-06-18 14:45:00,6005 - Montparnasse -  Square Ozanam,5
2020-06-18 14:45:00,6024 - Saint-Germain-des-PrÃ©s,19
2020-06-18 14:45:00,7004 - Raspail - Varenne,17
2020-06-18 14:45:00,7021 - Bosquet - Saint-Dominique,24
2020-06-18 14:45:00,8008 - Joseph Sansboeuf - Saint Lazare,14
2020-06-18 14:45:00,8029 - Place du Canada,32
2020-06-18 14:45:00,8050 - BoÃ©tie - Ponthieu,28
2020-06-18 14:45:00,8549 - George V - Christophe Colomb,23
2020-06-18 14:45:00,9017 - Lallier - Trudaine,2
2020-06-18 14:45:00,9036 - AthÃ¨nes - Clichy,11
2020-06-18 14:45:00,10003 - Hauteville - Bonne Nouvelle,2
2020-06-18 14:45:00,10020 - Chabrol - d'Hauteville,5
2020-06-18 14:45:00,10039 - Sambre et Meuse - Villette,2
2020-06-18 14:45:00,10164 - Claude Vellefaux - Sambre et Meuse,3
2020-06-18 14:45:00,11017 - Charonne - Bureau,2
2020-06-18 14:45:00,11033 - BrÃ©guet - Sabin,9
2020-06-18 14:45:00,11102 - Alexandre Dumas - Voltaire,9
2020-06-18 14:45:00,12005 - Crozatier - Faubourg Saint-Antoine,4
2020-06-18 14:45:00,12026 - Place Ginette Hamelin,35
2020-06-18 14:45:00,12043 - Daumesnil - HÃ©brard,9
2020-06-18 14:45:00,12123 - ChÃ¢teau de Vincennes,18
2020-06-18 14:45:00,12165 - Champs de Manoeuvre - Cartoucherie,0
2020-06-18 14:45:00,13018 - Bruant - Vincent Auriol,18
2020-06-18 14:45:00,13037 - Ivry - Baudricourt,7
2020-06-18 14:45:00,13055 - M.- A. Lagroua Weill-HallÃ© -  F. Dolto,37
2020-06-18 14:45:00,13123 - BibliothÃ¨que Nationale de France,21
2020-06-18 14:45:00,14011 - Place des Droits de l'Enfant,2
2020-06-18 14:45:00,14031 - Didot - Place de Moro-Giafferi,0
2020-06-18 14:45:00,14122 - Colonel Monteil - Brune,3
2020-06-18 14:45:00,15002 - Maine - Antoine Bourdelle,15
2020-06-18 14:45:00,15021 - Joseph Liouville - Croix Nivert,6
2020-06-18 14:45:00,15038 - Place Adolphe Cherioux - Vaugirard,3
2020-06-18 14:45:00,15056 - Place Balard,18
2020-06-18 14:45:00,15103 - Cauchy - CÃ©vennes,50
2020-06-18 14:45:00,15126 - Ernest Renan - Parc des Expositions,32
2020-06-18 14:45:00,16008 - GalilÃ©e - KlÃ©ber,27
2020-06-18 14:45:00,16024 - Ranelagh - Maison de la Radio,11
2020-06-18 14:45:00,16042 - Murat - Porte de Saint-Cloud,17
2020-06-18 14:45:00,16121 - Jardin d'Acclimatation,5
2020-06-18 14:45:00,17009 - Paul Bodin - Clichy,9
2020-06-18 14:45:00,17026 - Jouffroy d'Abbans - Wagram,12
2020-06-18 14:45:00,17044 - Porte de Saint-Ouen - BessiÃ¨res,3
2020-06-18 14:45:00,17119 - Toqueville - Cardinet,5
2020-06-18 14:45:00,18012 - Stephenson - Doudeauville,4
2020-06-18 14:45:00,18029 - Emile Blemont - Poteau,7
2020-06-18 14:45:00,18049 - Porte d'Aubervilliers,38
2020-06-18 14:45:00,18140 - Porte de Clignancourt - Ney,4
2020-06-18 14:45:00,19015 - Thionville - Ourcq,2
2020-06-18 14:45:00,19034 - Porte de Pantin - Petits Ponts,0
2020-06-18 14:45:00,19109 - Tanger - Place du Maroc,2
2020-06-18 14:45:00,19129 - Solitaires - Place des FÃªtes,1
2020-06-18 14:45:00,20014 - Charonne - Alexandre Dumas,2
2020-06-18 14:45:00,20034 - Sorbier - MÃ©nilmontant,1
2020-06-18 14:45:00,20108 - Jardin de l'Hospice Debrousse,1
2020-06-18 14:45:00,20134 - Lieutenant ChaurÃ© - Etienne Marey,1
2020-06-18 14:45:00,21010 - Silly - GalliÃ©ni,12
2020-06-18 14:45:00,21030 - Fessart - ChÃ¢teau,8
2020-06-18 14:45:00,21204 - Estienne d'Orves - Henri Ginoux,3
2020-06-18 14:45:00,21308 - Bara - Henri Farman,32
2020-06-18 14:45:00,21506 - Maurice Payret-Dortail,4
2020-06-18 14:45:00,22005 - Charles de Gaulle - Madrid,20
2020-06-18 14:45:00,22203 - Tertres - Fontaine,3
2020-06-18 14:45:00,22505 - Mairie de La Garenne Colombes,8
2020-06-18 14:45:00,23041 - GÃ©nÃ©ral Leclerc - BiÃ¨vre,14
2020-06-18 14:45:00,24006 - Adolphe Lalyre - Armand Silvestre,5
2020-06-18 14:45:00,27002 - Parc Pierre LagravÃ¨re,17
2020-06-18 14:45:00,31018 - Gambetta - Michelet,0
2020-06-18 14:45:00,31702 - Pierre et Marie Curie - Julien Grimau,3
2020-06-18 14:45:00,32015 - Gare RER de Saint-Denis,3
2020-06-18 14:45:00,33005 - RÃ©publique - Henri Barbusse,8
2020-06-18 14:45:00,35003 - Gabrielle Josserand - Edouard Vaillant,6
2020-06-18 14:45:00,35020 - Marcelle - Thalie,4
2020-06-18 14:45:00,41303 - Gare de Nogent-le-Perreux,21
2020-06-18 14:45:00,42015 - Place Jean Ferrat,8
2020-06-18 14:45:00,42302 - Aristide Briand - Gare de Bagneux,4
2020-06-18 14:45:00,43004 - Montreuil - RÃ©publique,3
2020-06-18 14:45:00,44008 - Youri Gagarine - Commune de Paris,7
2020-06-18 14:45:00,46001 - Place Paul Eluard,12
2020-06-18 14:45:00,48008 - Guy MÃ´quet - Parvis Georges Marchais,15
2020-06-18 14:45:00,1013 - Place du Palais Royal,65
2020-06-18 14:45:00,1119 - Cossonnerie - SÃ©bastopol,16
2020-06-18 14:45:00,2016 - Aboukir - Alexandrie,18
2020-06-18 14:45:00,3005 - Sainte-Elisabeth - Turbigo,6
2020-06-18 14:45:00,4009 - Village Saint-Paul,11
2020-06-18 14:45:00,4107 - Beaumarchais - Pas de la Mule,4
2020-06-18 14:45:00,5018 - MutualitÃ©,15
2020-06-18 14:45:00,5106 - Cujas - Saint-Michel,6
2020-06-18 14:45:00,6006 - Notre-Dame-des-Champs - Stanislas,16
2020-06-18 14:45:00,6025 - Assas - Rennes,7
2020-06-18 14:45:00,7005 - Raspail - Bac,49
2020-06-18 14:45:00,7023 - Bourdonnais - Tour Eiffel,38
2020-06-18 14:45:00,8009 - Gare Saint-Lazare - Isly,27
2020-06-18 14:45:00,8031 - Jean Mermoz - Champs-ElysÃ©es,32
2020-06-18 14:45:00,8051 - Batignolles - Rome,0
2020-06-18 14:45:00,9001 - Bellefond - PoissonniÃ¨re,4
2020-06-18 14:45:00,9019 - Victor MassÃ© - Jean-Baptiste Pigalle,1
2020-06-18 14:45:00,9037 - Parme - Clichy,4
2020-06-18 14:45:00,10004 - Metz - Faubourg Saint-Denis,16
2020-06-18 14:45:00,10021 - MarchÃ© Saint-Quentin,4
2020-06-18 14:45:00,10041 - Gare du Nord - La Chapelle,3
2020-06-18 14:45:00,10165 - Gare de l'Est - Place du 11 Novembre 1918,4
2020-06-18 14:45:00,11018 - Saint-Maur - RÃ©publique,4
2020-06-18 14:45:00,11034 - Parmentier - Fontaine au Roi,9
2020-06-18 14:45:00,11103 - PelÃ©e - Alphonse Baudin,5
2020-06-18 14:45:00,12006 - Gare de Lyon - Van Gogh,48
2020-06-18 14:45:00,12027 - Montgallet - Charenton,4
2020-06-18 14:45:00,12101 - Charenton - Prague,20
2020-06-18 14:45:00,12125 - Pyramide - Parc Floral,23
2020-06-18 14:45:00,12166 - Parc Floral du Bel Air,0
2020-06-18 14:45:00,13019 - Fernand Braudel - Vincent Auriol,33
2020-06-18 14:45:00,13038 - Choisy - Malmaisons,5
2020-06-18 14:45:00,13101 - Croulebarde - Corvisart,13
2020-06-18 14:45:00,13125 - Gare d'Austerlitz - Pont Charles de Gaulle,41
2020-06-18 14:45:00,14012 - Sibelle - AlÃ©sia,5
2020-06-18 14:45:00,14032 - Mairie du 14Ã¨me,0
2020-06-18 14:45:00,14124 - David Weill - Parc Montsouris,0
2020-06-18 14:45:00,15003 - Gare Montparnasse - Vaugirard,0
2020-06-18 14:45:00,15022 - Emile Zola - Fondary,4
2020-06-18 14:45:00,15039 - AbbÃ© Groult - Convention,1
2020-06-18 14:45:00,15057 - Lucien Bossoutrot - GÃ©nÃ©ral Martial Vallin,38
2020-06-18 14:45:00,15104 - HÃ´pital EuropÃ©en Georges Pompidou,59
2020-06-18 14:45:00,15127 - Place Charles Michels,12
2020-06-18 14:45:00,16009 - Saint-Didier - Raymond PoincarÃ©,4
2020-06-18 14:45:00,16025 - Jean de la Fontaine - Boulainvilliers,28
2020-06-18 14:45:00,16043 - Place de Passy,4
2020-06-18 14:45:00,16122 - Route de la Muette - Porte de Neuilly,5
2020-06-18 14:45:00,17010 - JonquiÃ¨re - Docteur Paul Brousse,16
2020-06-18 14:45:00,17027 - Place du MarÃ©chal Juin - PÃ©reire,1
2020-06-18 14:45:00,17045 - Place des Ternes,24
2020-06-18 14:45:00,17121 - Square des Epinettes,5
2020-06-18 14:45:00,18014 - LÃ©on - Doudeauville,6
2020-06-18 14:45:00,18030 - Joseph Dijon - Ornano,4
2020-06-18 14:45:00,18101 - Championnet,5
2020-06-18 14:45:00,18141 - Clignancourt - Sofia,3
2020-06-18 14:45:00,19016 - Hautpoul - Jean JaurÃ¨s,1
2020-06-18 14:45:00,19036 - HÃ´pital Robert DebrÃ©,0
2020-06-18 14:45:00,19110 - Square Claude Bernard,24
2020-06-18 14:45:00,19130 - Place Paul Delouvrier,0
2020-06-18 14:45:00,20015 - Bagnolet - Orteaux,0
2020-06-18 14:45:00,20035 - PyrÃ©nÃ©es - MÃ©nilmontant,1
2020-06-18 14:45:00,20109 - Haxo - Surmelin,1
2020-06-18 14:45:00,20136 - Henri Chevreau - Couronnes,1
2020-06-18 14:45:00,21011 - Silly - Louis BlÃ©riot,5
2020-06-18 14:45:00,21031 - CimetiÃ¨re communal,8
2020-06-18 14:45:00,21205 - Arthur Auger - Jean JaurÃ¨s,4
2020-06-18 14:45:00,21309 - Mairie d'Issy,15
2020-06-18 14:45:00,21507 - Gardenat-Lapostol - Velettes,3
2020-06-18 14:45:00,22006 - Pierret - Madrid,22
2020-06-18 14:45:00,22206 - Louis Pasteur - Albert Petit,14
2020-06-18 14:45:00,22506 - Gare des VallÃ©es,3
2020-06-18 14:45:00,23042 - AndrÃ© Theuriet - Blagis,19
2020-06-18 14:45:00,24007 - Jean-Baptiste Charcot - Sainte-GeneviÃ¨ve,10
2020-06-18 14:45:00,27004 - Gare de la Garenne-Colombes,5
2020-06-18 14:45:00,31019 - Vincennes - Douy-Delcupe,4
2020-06-18 14:45:00,31703 - Sadi Carnot - FranÃ§ois Mitterrand,4
2020-06-18 14:45:00,32016 - Place de la Porte de Paris,0
2020-06-18 14:45:00,33006 - AndrÃ© Karman - RÃ©publique,6
2020-06-18 14:45:00,35004 - Place du PrÃ©sident Salvador Allende,14
2020-06-18 14:45:00,41101 - Paul Doumer - Stalingrad,16
2020-06-18 14:45:00,41401 - Marne - Charles de Gaulle,12
2020-06-18 14:45:00,42016 - Pierre et Marie Curie - Maurice Thorez,1
2020-06-18 14:45:00,42303 - Place Eustache Deschamps,15
2020-06-18 14:45:00,43005 - Gare RER de Vincennes,14
2020-06-18 14:45:00,44009 - Gare RER les Ardoines,0
2020-06-18 14:45:00,46002 - Rouget de Lisle,0
2020-06-18 14:45:00,48009 - RÃ©publique - Auguste Perret,1
2020-06-18 14:45:00,1014 - Rivoli - MusÃ©e du Louvre,18
2020-06-18 14:45:00,1120 - Lavandieres Sainte Opportune - Rivoli,22
2020-06-18 14:45:00,2017 - Caire - Dussoubs,24
2020-06-18 14:45:00,3006 - Mairie du 3Ã¨me,18
2020-06-18 14:45:00,4010 - Saint-Antoine SÃ©vignÃ©,22
2020-06-18 14:45:00,4108 - Quai de BÃ©thune - Pont de la Tournelle,7
2020-06-18 14:45:00,5019 - Poissy - Saint-Germain,3
2020-06-18 14:45:00,5107 - Pontoise - La Tournelle,2
2020-06-18 14:45:00,6007 - BrÃ©a - Raspail,7
2020-06-18 14:45:00,6026 - Saint-Placide - Cherche Midi,50
2020-06-18 14:45:00,7006 - Quai Voltaire,32
2020-06-18 14:45:00,7024 - Rapp - Place du GÃ©nÃ©ral Gouraud,22
2020-06-18 14:45:00,8010 - LiÃ¨ge - Moscou,2
2020-06-18 14:45:00,8032 - Matignon - Faubourg Saint-HonorÃ©,34
2020-06-18 14:45:00,8052 - Balzac - Champs ElysÃ©es,26
2020-06-18 14:45:00,9002 - Abbeville - Faubourg PoissonniÃ¨re,1
2020-06-18 14:45:00,9020 - Toudouze - Clauzel,3
